"year","unitid","inst_name","state_name","inst_control","cc_basic_2015","default_rate","completion_rate_150pct"
"2008","143853","Midwestern University","Illinois","Private not-for-profit","","0.001",""
"2008","143978","Chicago School of Professional Psychology","Illinois","Private not-for-profit","","0.023",""
"2008","144005","Chicago State University","Illinois","Public","","0.113","0.141"
"2008","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.03",""
"2008","144050","University of Chicago","Illinois","Private not-for-profit","","0.007","0.915"
"2008","144281","Columbia College Chicago","Illinois","Private not-for-profit","","0.06","0.369"
"2008","144351","Concordia University","Illinois","Private not-for-profit","","0.032","0.476"
"2008","144740","DePaul University","Illinois","Private not-for-profit","","0.019","0.633"
"2008","144883","East-West University","Illinois","Private not-for-profit","","0.106","0.23"
"2008","144892","Eastern Illinois University","Illinois","Public","","0.019","0.579"
"2008","144962","Elmhurst College","Illinois","Private not-for-profit","","0.027","0.705"
"2008","144971","Eureka College","Illinois","Private not-for-profit","","0.084","0.293"
"2008","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.085",""
"2008","145336","Governors State University","Illinois","Public","","0.025",""
"2008","145372","Greenville College","Illinois","Private not-for-profit","","0.023","0.455"
"2008","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0.013","0.058"
"2008","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0.001",""
"2008","145600","University of Illinois at Chicago","Illinois","Public","","0.022","0.541"
"2008","145619","Benedictine University","Illinois","Private not-for-profit","","0.037","0.54"
"2008","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0",""
"2008","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.017","0.826"
"2008","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.006","0.858"
"2008","145691","Illinois College","Illinois","Private not-for-profit","","0.03","0.597"
"2008","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.022","0.657"
"2008","145813","Illinois State University","Illinois","Public","","0.016","0.69"
"2008","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0.019",""
"2008","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.003",""
"2008","146339","Judson University","Illinois","Private not-for-profit","","0.009","0.538"
"2008","146427","Knox College","Illinois","Private not-for-profit","","0.017","0.731"
"2008","146481","Lake Forest College","Illinois","Private not-for-profit","","0.045","0.666"
"2008","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0.019",""
"2008","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0.057",""
"2008","146612","Lewis University","Illinois","Private not-for-profit","","0.031","0.594"
"2008","146621","Lexington College","Illinois","Private not-for-profit","","0.078","0.286"
"2008","146667","Lincoln Christian College and Seminary","Illinois","Private not-for-profit","","0.026","0.496"
"2008","146676","Lincoln College","Illinois","Private not-for-profit","","0.181","0.467"
"2008","146719","Loyola University Chicago","Illinois","Private not-for-profit","","0.034","0.677"
"2008","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0",""
"2008","146755","Trinity College of Nursing and Health Sciences","Illinois","Private not-for-profit","","0.079","1"
"2008","146825","MacMurray College","Illinois","Private not-for-profit","","0.09","0.698"
"2008","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.035",""
"2008","147013","McKendree University","Illinois","Private not-for-profit","","0.054","0.582"
"2008","147031","Meadville Lombard Theological School","Illinois","Private not-for-profit","","0",""
"2008","147129","Methodist College of Nursing","Illinois","Private not-for-profit","","0",""
"2008","147244","Millikin University","Illinois","Private not-for-profit","","0.042","0.632"
"2008","147341","Monmouth College","Illinois","Private not-for-profit","","0.058","0.642"
"2008","147536","National-Louis University","Illinois","Private not-for-profit","","0.029","0.149"
"2008","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0",""
"2008","147660","North Central College","Illinois","Private not-for-profit","","0.045","0.65"
"2008","147679","North Park University","Illinois","Private not-for-profit","","0.075","0.494"
"2008","147703","Northern Illinois University","Illinois","Public","","0.046","0.483"
"2008","147767","Northwestern University","Illinois","Private not-for-profit","","0.004","0.952"
"2008","147776","Northeastern Illinois University","Illinois","Public","","0.053","0.204"
"2008","147828","Olivet Nazarene University","Illinois","Private not-for-profit","","0.026","0.533"
"2008","148016","Principia College","Illinois","Private not-for-profit","","","0.823"
"2008","148131","Quincy University","Illinois","Private not-for-profit","","0.062","0.423"
"2008","148335","Robert Morris College","Illinois","Private not-for-profit","","0.062","0.524"
"2008","148405","Rockford College","Illinois","Private not-for-profit","","0.057","0.442"
"2008","148487","Roosevelt University","Illinois","Private not-for-profit","","0.032","0.452"
"2008","148496","Dominican University","Illinois","Private not-for-profit","","0.04","0.721"
"2008","148511","Rush University","Illinois","Private not-for-profit","","0.015",""
"2008","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","","0",""
"2008","148584","University of St Francis","Illinois","Private not-for-profit","","0.019","0.595"
"2008","148593","St Johns College","Illinois","Private not-for-profit","","0",""
"2008","148627","Saint Xavier University","Illinois","Private not-for-profit","","0.052","0.528"
"2008","148654","University of Illinois at Springfield","Illinois","Public","","0.038","0.672"
"2008","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","","0",""
"2008","148849","Shimer College","Illinois","Private not-for-profit","","0.243","0.278"
"2008","148876","Saint Augustine College","Illinois","Private not-for-profit","","0","0.13"
"2008","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","","0",""
"2008","148982","Spertus College","Illinois","Private not-for-profit","","0.085",""
"2008","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","","0.015",""
"2008","149222","Southern Illinois University Carbondale","Illinois","Public","","0.046","0.442"
"2008","149231","Southern Illinois University Edwardsville","Illinois","Public","","0.034","0.464"
"2008","149240","Southern Illinois University-Systems Office","Illinois","Public","","",""
"2008","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","","0","0.25"
"2008","149505","Trinity Christian College","Illinois","Private not-for-profit","","0.041","0.573"
"2008","149514","Trinity International University","Illinois","Private not-for-profit","","0.042","0.473"
"2008","149587","University of Illinois University Administration","Illinois","Public","","",""
"2008","149639","VanderCook College of Music","Illinois","Private not-for-profit","","0","0.632"
"2008","149763","West Suburban College of Nursing","Illinois","Private not-for-profit","","0",""
"2008","149772","Western Illinois University","Illinois","Public","","0.054","0.593"
"2008","149781","Wheaton College","Illinois","Private not-for-profit","","0.004","0.877"
"2008","156189","Alice Lloyd College","Kentucky","Private not-for-profit","","0.075","0.363"
"2008","156213","Asbury College","Kentucky","Private not-for-profit","","0.026","0.651"
"2008","156222","Asbury Theological Seminary","Kentucky","Private not-for-profit","","0.009",""
"2008","156286","Bellarmine University","Kentucky","Private not-for-profit","","0.015","0.653"
"2008","156295","Berea College","Kentucky","Private not-for-profit","","0.038","0.649"
"2008","156356","Brescia University","Kentucky","Private not-for-profit","","0.022","0.446"
"2008","156365","Campbellsville University","Kentucky","Private not-for-profit","","0.054","0.413"
"2008","156408","Centre College","Kentucky","Private not-for-profit","","0.021","0.809"
"2008","156417","Clear Creek Baptist Bible College","Kentucky","Private not-for-profit","","0","0.4"
"2008","156541","University of the Cumberlands","Kentucky","Private not-for-profit","","0.054","0.401"
"2008","156620","Eastern Kentucky University","Kentucky","Public","","0.086","0.374"
"2008","156727","Frontier School of Midwifery and Family Nursing","Kentucky","Private not-for-profit","","0.011",""
"2008","156745","Georgetown College","Kentucky","Private not-for-profit","","0.025","0.614"
"2008","157030","Kentucky Mountain Bible College","Kentucky","Private not-for-profit","","0.037","0.133"
"2008","157058","Kentucky State University","Kentucky","Public","","0.151","0.236"
"2008","157076","Kentucky Wesleyan College","Kentucky","Private not-for-profit","","0.108","0.521"
"2008","157085","University of Kentucky","Kentucky","Public","","0.025","0.601"
"2008","157100","Kentucky Christian University","Kentucky","Private not-for-profit","","0.112","0.419"
"2008","157207","Lexington Theological Seminary","Kentucky","Private not-for-profit","","0.08",""
"2008","157216","Lindsey Wilson College","Kentucky","Private not-for-profit","","0.051","0.332"
"2008","157234","Louisville Bible College","Kentucky","Private not-for-profit","","",""
"2008","157289","University of Louisville","Kentucky","Public","","0.049","0.482"
"2008","157298","Louisville Presbyterian Theological Seminary","Kentucky","Private not-for-profit","","0",""
"2008","157359","Mid-Continent University","Kentucky","Private not-for-profit","","0.052","0.308"
"2008","157377","Midway College","Kentucky","Private not-for-profit","","0.039","0.736"
"2008","157386","Morehead State University","Kentucky","Public","","0.059","0.35"
"2008","157401","Murray State University","Kentucky","Public","","0.057","0.496"
"2008","157447","Northern Kentucky University","Kentucky","Public","","0.063","0.325"
"2008","157535","Pikeville College","Kentucky","Private not-for-profit","","0.104","0.354"
"2008","157632","Saint Catharine College","Kentucky","Private not-for-profit","","0.089","0.271"
"2008","157748","The Southern Baptist Theological Seminary","Kentucky","Private not-for-profit","","","0.365"
"2008","157757","Spalding University","Kentucky","Private not-for-profit","","0.049","0.641"
"2008","157809","Thomas More College","Kentucky","Private not-for-profit","","0.021","0.504"
"2008","157818","Transylvania University","Kentucky","Private not-for-profit","","0.032","0.751"
"2008","157863","Union College","Kentucky","Private not-for-profit","","0.061","0.269"
"2008","157951","Western Kentucky University","Kentucky","Public","","0.063","0.438"
"2008","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","Private not-for-profit","","0",""
"2008","260947","Christian Life College","Illinois","Private not-for-profit","","0.042","0.833"
"2008","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","","0",""
"2008","409254","Erikson Institute","Illinois","Private not-for-profit","","0.017",""
"2008","437866","Union College-Bennett Center","Kentucky","Private not-for-profit","","0.061",""
"2008","443030","NorthShore University HealthSystems School of Nurse Anesthesia","Illinois","Private not-for-profit","","0",""
"2008","445054","Toyota Technological Institute at Chicago","Illinois","Private not-for-profit","","",""
"2008","452133","Ellis University","Illinois","Private not-for-profit","","",""
"2007","142832","Adler School of Professional Psychology","Illinois","Private not-for-profit","","0.01",""
"2007","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","","0.042","0.616"
"2007","143084","Augustana College","Illinois","Private not-for-profit","","0.008","0.749"
"2007","143118","Aurora University","Illinois","Private not-for-profit","","0.023","0.468"
"2007","143288","Blackburn College","Illinois","Private not-for-profit","","0.06","0.408"
"2007","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","","0","0.609"
"2007","143358","Bradley University","Illinois","Private not-for-profit","","0.009","0.782"
"2007","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","","0.019",""
"2007","143853","Midwestern University","Illinois","Private not-for-profit","","0",""
"2007","143978","Chicago School of Professional Psychology","Illinois","Private not-for-profit","","0.001",""
"2007","144005","Chicago State University","Illinois","Public","","0.056","0.128"
"2007","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.025",""
"2007","144050","University of Chicago","Illinois","Private not-for-profit","","0.004","0.918"
"2007","144281","Columbia College Chicago","Illinois","Private not-for-profit","","0.06","0.336"
"2007","144351","Concordia University","Illinois","Private not-for-profit","","0.019","0.5"
"2007","144740","DePaul University","Illinois","Private not-for-profit","","0.018","0.635"
"2007","144883","East-West University","Illinois","Private not-for-profit","","0.082","0.266"
"2007","144892","Eastern Illinois University","Illinois","Public","","0.02","0.563"
"2007","144962","Elmhurst College","Illinois","Private not-for-profit","","0.008","0.695"
"2007","144971","Eureka College","Illinois","Private not-for-profit","","0.047","0.507"
"2007","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.014",""
"2007","145336","Governors State University","Illinois","Public","","0.025",""
"2007","145372","Greenville College","Illinois","Private not-for-profit","","0.014","0.498"
"2007","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0.019","0.101"
"2007","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0.002",""
"2007","145600","University of Illinois at Chicago","Illinois","Public","","0.017","0.481"
"2007","145619","Benedictine University","Illinois","Private not-for-profit","","0.027","0.62"
"2007","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0",""
"2007","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.011","0.82"
"2007","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.008","0.828"
"2007","145691","Illinois College","Illinois","Private not-for-profit","","0.022","0.631"
"2007","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.014","0.637"
"2007","145813","Illinois State University","Illinois","Public","","0.016","0.7"
"2007","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0.018",""
"2007","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.008",""
"2007","146339","Judson University","Illinois","Private not-for-profit","","0.023","0.484"
"2007","146393","Kendall College","Illinois","Private not-for-profit","","0.046","0.44"
"2007","146427","Knox College","Illinois","Private not-for-profit","","0.012","0.75"
"2007","146481","Lake Forest College","Illinois","Private not-for-profit","","0.005","0.665"
"2007","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0.013",""
"2007","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0.012",""
"2007","146612","Lewis University","Illinois","Private not-for-profit","","0.035","0.574"
"2007","146621","Lexington College","Illinois","Private not-for-profit","","0.065","0.424"
"2007","146667","Lincoln Christian College and Seminary","Illinois","Private not-for-profit","","0.019","0.503"
"2007","146676","Lincoln College","Illinois","Private not-for-profit","","0.129","0.526"
"2007","146719","Loyola University Chicago","Illinois","Private not-for-profit","","0.016","0.663"
"2007","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0",""
"2007","146755","Trinity College of Nursing and Health Sciences","Illinois","Private not-for-profit","","0.011",""
"2007","146825","MacMurray College","Illinois","Private not-for-profit","","0.088","0.488"
"2007","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.017",""
"2007","147013","McKendree University","Illinois","Private not-for-profit","","0.032","0.667"
"2007","147031","Meadville-Lombard Theological School","Illinois","Private not-for-profit","","0",""
"2007","147129","Methodist College of Nursing","Illinois","Private not-for-profit","","",""
"2007","147244","Millikin University","Illinois","Private not-for-profit","","0.02","0.626"
"2007","147341","Monmouth College","Illinois","Private not-for-profit","","0.034","0.667"
"2007","147536","National-Louis University","Illinois","Private not-for-profit","","0.019","0.093"
"2007","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0.007",""
"2007","147660","North Central College","Illinois","Private not-for-profit","","0.018","0.628"
"2007","147679","North Park University","Illinois","Private not-for-profit","","0.029","0.548"
"2007","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","","",""
"2007","147703","Northern Illinois University","Illinois","Public","","0.027","0.512"
"2007","147767","Northwestern University","Illinois","Private not-for-profit","","0.003","0.935"
"2007","147776","Northeastern Illinois University","Illinois","Public","","0.053","0.183"
"2007","147828","Olivet Nazarene University","Illinois","Private not-for-profit","","0.016","0.599"
"2007","148016","Principia College","Illinois","Private not-for-profit","","","0.809"
"2007","148131","Quincy University","Illinois","Private not-for-profit","","0.042","0.524"
"2007","148335","Robert Morris College","Illinois","Private not-for-profit","","0.051","0.484"
"2007","148405","Rockford College","Illinois","Private not-for-profit","","0.044","0.379"
"2007","148487","Roosevelt University","Illinois","Private not-for-profit","","0.02","0.41"
"2007","148496","Dominican University","Illinois","Private not-for-profit","","0.01","0.693"
"2007","148511","Rush University","Illinois","Private not-for-profit","","0.001",""
"2007","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","","0.009",""
"2007","148584","University of St Francis","Illinois","Private not-for-profit","","0.022","0.53"
"2007","148593","St Johns College","Illinois","Private not-for-profit","","0.023",""
"2007","148627","Saint Xavier University","Illinois","Private not-for-profit","","0.023","0.525"
"2007","148654","University of Illinois at Springfield","Illinois","Public","","0.039","0.567"
"2007","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","","0.013",""
"2007","148849","Shimer College","Illinois","Private not-for-profit","","0.157","0.55"
"2007","148876","Saint Augustine College","Illinois","Private not-for-profit","","0","0.141"
"2007","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","","0",""
"2007","148982","Spertus College","Illinois","Private not-for-profit","","0.107",""
"2007","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","","0",""
"2007","149222","Southern Illinois University Carbondale","Illinois","Public","","0.048","0.459"
"2007","149231","Southern Illinois University Edwardsville","Illinois","Public","","0.033","0.489"
"2007","149240","Southern Illinois University-Systems Office","Illinois","Public","","",""
"2007","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","","0","0.063"
"2007","149505","Trinity Christian College","Illinois","Private not-for-profit","","0.019","0.594"
"2007","149514","Trinity International University","Illinois","Private not-for-profit","","0.023","0.52"
"2007","149587","University of Illinois University Administration","Illinois","Public","","",""
"2007","149639","VanderCook College of Music","Illinois","Private not-for-profit","","0.086","0.542"
"2007","149763","West Suburban College of Nursing","Illinois","Private not-for-profit","","0",""
"2007","149772","Western Illinois University","Illinois","Public","","0.031","0.549"
"2007","149781","Wheaton College","Illinois","Private not-for-profit","","0.004","0.856"
"2007","156189","Alice Lloyd College","Kentucky","Private not-for-profit","","0","0.356"
"2007","156213","Asbury College","Kentucky","Private not-for-profit","","0.015","0.712"
"2007","156222","Asbury Theological Seminary","Kentucky","Private not-for-profit","","0.01",""
"2007","156286","Bellarmine University","Kentucky","Private not-for-profit","","0.016","0.625"
"2007","156295","Berea College","Kentucky","Private not-for-profit","","0.04","0.638"
"2007","156356","Brescia University","Kentucky","Private not-for-profit","","0.018","0.406"
"2007","156365","Campbellsville University","Kentucky","Private not-for-profit","","0.037","0.392"
"2007","156408","Centre College","Kentucky","Private not-for-profit","","0.004","0.822"
"2007","156417","Clear Creek Baptist Bible College","Kentucky","Private not-for-profit","","0","0.476"
"2007","156541","University of the Cumberlands","Kentucky","Private not-for-profit","","0.054","0.368"
"2007","156620","Eastern Kentucky University","Kentucky","Public","","0.057","0.365"
"2007","156727","Frontier School of Midwifery and Family Nursing","Kentucky","Private not-for-profit","","0",""
"2007","156745","Georgetown College","Kentucky","Private not-for-profit","","0.016","0.57"
"2007","157030","Kentucky Mountain Bible College","Kentucky","Private not-for-profit","","0.033","0.154"
"2007","157058","Kentucky State University","Kentucky","Public","","0.143","0.26"
"2007","157076","Kentucky Wesleyan College","Kentucky","Private not-for-profit","","0.04","0.4"
"2007","157085","University of Kentucky","Kentucky","Public","","0.025","0.581"
"2007","157100","Kentucky Christian University","Kentucky","Private not-for-profit","","0.041","0.503"
"2007","157207","Lexington Theological Seminary","Kentucky","Private not-for-profit","","0.066",""
"2007","157216","Lindsey Wilson College","Kentucky","Private not-for-profit","","0.084","0.303"
"2007","157234","Louisville Bible College","Kentucky","Private not-for-profit","","",""
"2007","157289","University of Louisville","Kentucky","Public","","0.021","0.457"
"2007","157298","Louisville Presbyterian Theological Seminary","Kentucky","Private not-for-profit","","0",""
"2007","157359","Mid-Continent University","Kentucky","Private not-for-profit","","0.046","0.429"
"2007","157377","Midway College","Kentucky","Private not-for-profit","","0.039","0.337"
"2007","157386","Morehead State University","Kentucky","Public","","0.079","0.349"
"2007","157401","Murray State University","Kentucky","Public","","0.039","0.474"
"2007","157447","Northern Kentucky University","Kentucky","Public","","0.041","0.33"
"2007","157535","Pikeville College","Kentucky","Private not-for-profit","","0.09","0.363"
"2007","157632","Saint Catharine College","Kentucky","Private not-for-profit","","0.064","0.199"
"2007","157748","The Southern Baptist Theological Seminary","Kentucky","Private not-for-profit","","","0.406"
"2007","157757","Spalding University","Kentucky","Private not-for-profit","","0.027","0.351"
"2007","157809","Thomas More College","Kentucky","Private not-for-profit","","0.024","0.42"
"2007","157818","Transylvania University","Kentucky","Private not-for-profit","","0.017","0.696"
"2007","157863","Union College","Kentucky","Private not-for-profit","","0.066","0.321"
"2007","157951","Western Kentucky University","Kentucky","Public","","0.055","0.424"
"2007","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","Private not-for-profit","","0",""
"2007","260947","Christian Life College","Illinois","Private not-for-profit","","0.051","0.667"
"2007","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","","0",""
"2007","409254","Erikson Institute","Illinois","Private not-for-profit","","0",""
"2007","437866","Union College-Bennett Center","Kentucky","Private not-for-profit","","0.066",""
"2007","443030","Evanston Northwestern Healthcare School of Anesthesia","Illinois","Private not-for-profit","","0",""
"2007","445054","Toyota Technological Institute at Chicago","Illinois","Private not-for-profit","","",""
"2007","446969","New York Institute of Technology-Ellis College","Illinois","Private not-for-profit","","0.024",""
"2006","142832","Adler School of Professional Psychology","Illinois","Private not-for-profit","","0.013",""
"2006","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","","0.03","0.54"
"2006","143084","Augustana College","Illinois","Private not-for-profit","","0.011","0.764"
"2006","143118","Aurora University","Illinois","Private not-for-profit","","0.037","0.45"
"2006","143288","Blackburn College","Illinois","Private not-for-profit","","0.047","0.488"
"2006","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","","0","0.636"
"2006","143358","Bradley University","Illinois","Private not-for-profit","","0.016","0.761"
"2006","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","","0.032",""
"2006","143853","Midwestern University","Illinois","Private not-for-profit","","0",""
"2006","143978","Chicago School of Professional Psychology","Illinois","Private not-for-profit","","0",""
"2006","144005","Chicago State University","Illinois","Public","","0.078","0.162"
"2006","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","","0.026",""
"2006","144050","University of Chicago","Illinois","Private not-for-profit","","0.008","0.902"
"2006","144281","Columbia College Chicago","Illinois","Private not-for-profit","","0.05","0.331"
"2006","144351","Concordia University","Illinois","Private not-for-profit","","0.04","0.477"
"2006","144740","DePaul University","Illinois","Private not-for-profit","","0.019","0.62"
"2006","144883","East-West University","Illinois","Private not-for-profit","","0.115","0.188"
"2006","144892","Eastern Illinois University","Illinois","Public","","0.017","0.603"
"2006","144962","Elmhurst College","Illinois","Private not-for-profit","","0.015","0.672"
"2006","144971","Eureka College","Illinois","Private not-for-profit","","0.045","0.527"
"2006","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.023",""
"2006","145336","Governors State University","Illinois","Public","","0.021",""
"2006","145372","Greenville College","Illinois","Private not-for-profit","","0.028","0.543"
"2006","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0","0.099"
"2006","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0.001",""
"2006","145600","University of Illinois at Chicago","Illinois","Public","","0.017","0.5"
"2006","145619","Benedictine University","Illinois","Private not-for-profit","","0.025","0.599"
"2006","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0",""
"2006","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.011","0.819"
"2006","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.006","0.819"
"2006","145691","Illinois College","Illinois","Private not-for-profit","","0.017","0.58"
"2006","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.013","0.671"
"2006","145813","Illinois State University","Illinois","Public","","0.013","0.652"
"2006","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0.022",""
"2006","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.001",""
"2006","146339","Judson College","Illinois","Private not-for-profit","","0.022","0.55"
"2006","146393","Kendall College","Illinois","Private not-for-profit","","0.072","0.358"
"2006","146427","Knox College","Illinois","Private not-for-profit","","0.015","0.716"
"2006","146481","Lake Forest College","Illinois","Private not-for-profit","","0.017","0.693"
"2006","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0.005",""
"2006","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0.018",""
"2006","146612","Lewis University","Illinois","Private not-for-profit","","0.031","0.531"
"2006","146621","Lexington College","Illinois","Private not-for-profit","","0.109","0.316"
"2006","146667","Lincoln Christian College and Seminary","Illinois","Private not-for-profit","","0.013","0.504"
"2006","146676","Lincoln College","Illinois","Private not-for-profit","","0.095","0.511"
"2006","146719","Loyola University Chicago","Illinois","Private not-for-profit","","0.024","0.65"
"2006","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0",""
"2006","146755","Trinity College of Nursing and Health Sciences","Illinois","Private not-for-profit","","0.026",""
"2006","146825","MacMurray College","Illinois","Private not-for-profit","","0.035","0.667"
"2006","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.054",""
"2006","147013","McKendree College","Illinois","Private not-for-profit","","0.04","0.595"
"2006","147031","Meadville-Lombard Theological School","Illinois","Private not-for-profit","","0.043",""
"2006","147129","Methodist College of Nursing","Illinois","Private not-for-profit","","",""
"2006","147244","Millikin University","Illinois","Private not-for-profit","","0.032","0.669"
"2006","147341","Monmouth College","Illinois","Private not-for-profit","","0.047","0.605"
"2006","147536","National-Louis University","Illinois","Private not-for-profit","","0.017","0.116"
"2006","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0.017",""
"2006","147660","North Central College","Illinois","Private not-for-profit","","0.024","0.657"
"2006","147679","North Park University","Illinois","Private not-for-profit","","0.048","0.529"
"2006","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","","",""
"2006","147703","Northern Illinois University","Illinois","Public","","0.032","0.523"
"2006","147767","Northwestern University","Illinois","Private not-for-profit","","0.004","0.929"
"2006","147776","Northeastern Illinois University","Illinois","Public","","0.072","0.187"
"2006","147828","Olivet Nazarene University","Illinois","Private not-for-profit","","0.008","0.569"
"2006","148016","Principia College","Illinois","Private not-for-profit","","",""
"2006","148131","Quincy University","Illinois","Private not-for-profit","","0.026","0.476"
"2006","148335","Robert Morris College","Illinois","Private not-for-profit","","0.059","0.49"
"2006","148405","Rockford College","Illinois","Private not-for-profit","","0.019","0.336"
"2006","148487","Roosevelt University","Illinois","Private not-for-profit","","0.017","0.308"
"2006","148496","Dominican University","Illinois","Private not-for-profit","","0.025","0.613"
"2006","148511","Rush University","Illinois","Private not-for-profit","","0.004",""
"2006","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","","0",""
"2006","148584","University of St Francis","Illinois","Private not-for-profit","","0.016","0.621"
"2006","148593","St Johns College","Illinois","Private not-for-profit","","0",""
"2006","148627","Saint Xavier University","Illinois","Private not-for-profit","","0.026","0.541"
"2006","148654","University of Illinois at Springfield","Illinois","Public","","0.024","0.564"
"2006","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","","0.014",""
"2006","148849","Shimer College","Illinois","Private not-for-profit","","0.022","0.4"
"2006","148876","Saint Augustine College","Illinois","Private not-for-profit","","0","0.161"
"2006","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","","0",""
"2006","148982","Spertus College","Illinois","Private not-for-profit","","0.031",""
"2006","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","","0",""
"2006","149222","Southern Illinois University Carbondale","Illinois","Public","","0.045","0.464"
"2006","149231","Southern Illinois University Edwardsville","Illinois","Public","","0.027","0.448"
"2006","149240","Southern Illinois University-Systems Office","Illinois","Public","","",""
"2006","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","","0","0.067"
"2006","149505","Trinity Christian College","Illinois","Private not-for-profit","","0.027","0.596"
"2006","149514","Trinity International University","Illinois","Private not-for-profit","","0.019","0.468"
"2006","149587","University of Illinois University Administration","Illinois","Public","","",""
"2006","149639","VanderCook College of Music","Illinois","Private not-for-profit","","0.133","0.579"
"2006","149763","West Suburban College of Nursing","Illinois","Private not-for-profit","","0.017",""
"2006","149772","Western Illinois University","Illinois","Public","","0.033","0.566"
"2006","149781","Wheaton College","Illinois","Private not-for-profit","","0.007","0.862"
"2006","156189","Alice Lloyd College","Kentucky","Private not-for-profit","","0","0.337"
"2006","156213","Asbury College","Kentucky","Private not-for-profit","","0.013","0.64"
"2006","156222","Asbury Theological Seminary","Kentucky","Private not-for-profit","","0.007",""
"2006","156286","Bellarmine University","Kentucky","Private not-for-profit","","0.016","0.604"
